number,debate_id,title,side_label,side,speaker,move_id,move_kind,importance,evidence_warrant,asserted_force,warrant_fit,term_stability,scope_stability,qualification,low_warrant,material_overclaim,compression_deficit,slogan_risk,proposition
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,theist,pro,Sye Ten Bruggencate,pro-truth-conforms-divine-mind,constructive,3,43,necessity,radically-overstated,partly-unstable,stable,missing,True,True,True,True,"Truth conforms to the mind of God, and without that divine standard no person can know anything to be true."
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,theist,pro,Sye Ten Bruggencate,pro-cognitive-reliability-circularity,reply,3,53,necessity,materially-overstated,stable,partly-unstable,missing,True,True,True,True,"Using sense and reason to establish the past, present, or future reliability of those same faculties is viciously circular and cannot ground knowledge."
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,theist,pro,Sye Ten Bruggencate,pro-evidence-presupposes-god,reply,3,44,necessity,radically-overstated,stable,stable,missing,True,True,True,True,All evidence points to God because no evidence is intelligible unless God is accepted as its necessary precondition.
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,non_theist,con,Matt Dillahunty,con-probabilistic-induction,reply,3,79,probability,matched,stable,stable,explicit,False,False,False,False,Induction rationally supports probabilistic predictions from observed past patterns without claiming certainty that future events must conform to those patterns.
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,theist,pro,Sye Ten Bruggencate,pro-induction-past-success-circularity,reply,3,67,necessity,materially-overstated,partly-unstable,partly-unstable,missing,True,True,True,True,Attempting to validate future-directed inductive reasoning by appealing to its past success uses induction itself and therefore begs the question.
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,non_theist,con,Matt Dillahunty,con-logical-grounding-burden,reply,3,83,necessity,matched,stable,stable,explicit,False,False,False,False,Claiming that Christianity alone accounts for logical absolutes does not establish that conclusion unless the proposed account and its asserted exclusivity are demonstrated.
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,theist,pro,Sye Ten Bruggencate,pro-logic-reflects-gods-thinking,constructive,3,40,necessity,radically-overstated,stable,stable,missing,True,True,True,True,Logical absolutes are accounted for as reflections of God's thinking and are known by human beings through divine revelation.
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,theist,pro,Sye Ten Bruggencate,pro-islam-internal-revelation-critique,reply,2,56,certainty,materially-overstated,stable,partly-unstable,missing,True,True,True,True,"Islam is internally refuted because the Quran affirms the Bible and denies that God's words can be corrupted, while the Bible contradicts Islam."
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,non_theist,con,Matt Dillahunty,con-scripture-independent-demonstration,reply,2,80,necessity,matched,stable,stable,explicit,False,False,False,False,Textual fidelity and incidental historical details do not establish biblical truth; individual biblical claims and any alleged revelatory mechanism require independent demonstration.
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,theist,pro,Sye Ten Bruggencate,pro-christian-essential-revelation-core,reply,2,56,certainty,materially-overstated,partly-unstable,stable,missing,True,True,True,True,"Christian disagreements concern peripheral matters, while the essential revelation teaches creation in God's image, human rebellion, estrangement, and salvation through Jesus."
06,dsouza-dillahunty-god-woman-2023,Dinesh D'Souza vs Matt Dillahunty: Does God Exist? What Is a Woman?,non_theist,con,Matt Dillahunty,con-epistemic-withhold-until-evidence,constructive,3,75,necessity,slightly-overstated,stable,partly-unstable,explicit,False,False,True,False,"Belief should be withheld until evidence supports it, and neither debate nor scripture supplies sound warrant for belief in a particular God."
